"drawNumber","drawDate","nextDrawDate","ball1","ball2","ball3","ball4","ball5","div1Winners","div1Payout","div2Winners","div2Payout","div3Winners","div3Payout","div4Winners","div4Payout","totalPrizePool","totalSales","estimatedJackpot","guaranteedJackpot","numWinners","millionairs"
1577,2023-07-07,2023-07-08,35,12,3,1,30,1,552439,335,379.9,12037,21.2,122032,5,1545049.9,3103590,480000,0,134405,1
1578,2023-07-08,2023-07-09,19,1,17,28,21,1,455077,323,324.5,9950,21.1,100756,5.1,1283691.1,2556612,3e+05,0,111030,1
1579,2023-07-09,2023-07-10,18,2,15,25,4,1,313982.3,230,314.4,7212,20,71913,4.9,882908,1763946,4e+05,0,79356,1
1580,2023-07-10,2023-07-11,5,12,22,19,4,5,79469.5,357,256.4,10238,17.9,94340,4.7,1115540.5,2232288,460000,0,104940,5
1581,2023-07-11,2023-07-12,31,20,28,33,14,1,462305.5,323,329.7,9776,21.8,97900,5.3,1300785.4,2597223,450000,0,108000,1
1582,2023-07-12,2023-07-13,31,16,23,27,24,1,425270.1,260,376.7,8957,21.8,91147,5.2,1192439.1,2389158,430000,0,100365,1
1583,2023-07-13,2023-07-14,6,18,4,1,5,0,0,430,1232.1,11756,16.9,98214,4.9,1209728,2419278,460000,0,110400,0
1584,2023-07-14,2023-07-15,20,30,16,24,35,0,0,328,1868.1,10815,21.2,105276,5.3,1399977.6,2797755,460000,0,116419,0
1585,2023-07-15,2023-07-16,29,26,35,25,36,1,422544.6,379,256.8,9492,20.5,92210,5.1,1184728.8,2373846,3e+05,0,102082,1
1586,2023-07-16,2023-07-17,27,30,7,25,14,3,103582.6,250,286.3,7373,19.4,70089,5,875804,1745775,4e+05,0,77715,3
1587,2023-07-17,2023-07-18,34,19,22,28,4,2,199617,342,268.9,9716,19,89991,4.9,1116757.7,2242887,460000,0,100051,2
1588,2023-07-18,2023-07-19,25,27,33,10,23,3,147882.1,326,313.4,10533,19.4,99641,5,1248359.9,2492394,430000,0,110503,3
1589,2023-07-19,2023-07-20,10,16,17,25,14,1,407422.6,316,297,9114,20.5,89126,5.1,1142654.2,2288892,450000,0,98557,1
1590,2023-07-20,2023-07-21,4,16,21,25,7,1,417446,320,300.5,9616,20,95409,4.9,1173430.1,2345202,5e+05,0,105346,1
1591,2023-07-21,2023-07-22,11,10,28,6,13,1,474994.6,345,317.1,11022,19.9,108471,4.9,1335239.8,2668509,430000,0,119839,1
1592,2023-07-22,2023-07-23,13,1,29,16,26,2,198619.7,219,417.8,8272,22.1,83667,5.3,1114983.9,2231682,3e+05,0,92160,2
1593,2023-07-23,2023-07-24,22,16,23,15,1,1,286112.4,196,336.2,6042,21.8,62941,5.1,804722.3,1607373,430000,0,69180,1
1594,2023-07-24,2023-07-25,24,8,22,12,14,0,0,325,1424.5,9327,18.6,86263,4.9,1059133.4,2114004,5e+05,0,95915,0
1595,2023-07-25,2023-07-26,18,20,7,23,1,3,166443.4,460,250.1,12331,18.7,115244,4.8,1398137.1,2805225,480000,0,128038,3
1596,2023-07-26,2023-07-27,7,27,14,8,35,1,472474.5,353,308.2,11097,19.6,106665,5,1332095.3,2654352,460000,0,118116,1
1597,2023-07-27,2023-07-28,8,4,29,32,26,2,244790.1,332,339.7,10642,21.2,106741,5.1,1372350.1,2750451,5e+05,0,117717,2
1598,2023-07-28,2023-07-29,15,30,34,6,8,2,270491.1,385,323.7,11581,21.5,118960,5.1,1521294.2,3039225,480000,0,130928,2
1599,2023-07-29,2023-07-30,5,24,25,8,10,1,454737.8,300,349.1,10997,19,103445,4.9,1275291.3,2554707,3e+05,0,114743,1
1600,2023-07-30,2023-07-31,16,26,5,13,1,1,335009.2,296,260.7,7514,20.6,73948,5.1,944099.6,1882074,450000,0,81759,1
1601,2023-07-31,2023-08-01,1,19,32,30,23,0,0,285,1991.8,9616,22.1,99359,5.2,1296843.4,2592126,5e+05,0,109260,0
1602,2023-08-01,2023-08-02,11,17,10,32,13,1,525930.2,347,349.1,11547,21,116334,5,1471224.9,2954664,480000,0,128229,1
1603,2023-08-02,2023-08-03,4,34,6,24,17,2,260224.9,394,304.3,12376,19.4,115112,5.1,1467509.6,2923875,480000,0,127884,2
1604,2023-08-03,2023-08-04,14,5,2,20,30,3,172945.3,414,288.7,11858,20.1,115267,5,1453038.5,2914809,5e+05,0,127542,3
1605,2023-08-04,2023-08-05,11,27,24,8,31,5,111241,444,288.5,12361,20.7,123246,5.1,1568726.3,3124746,480000,0,136056,5
1606,2023-08-05,2023-08-06,5,8,28,33,23,2,228656.3,438,240.5,11358,18.6,103765,4.9,1282358.9,2569173,3e+05,0,115563,2
1607,2023-08-06,2023-08-07,11,1,31,2,7,0,0,277,1430.9,8157,18.2,74398,4.8,901927.1,1809918,430000,0,82832,0
1608,2023-08-07,2023-08-08,22,5,34,1,29,3,140585.5,275,353.3,9115,21.3,92537,5.1,1185002.2,2369418,460000,0,101930,3
1609,2023-08-08,2023-08-09,18,7,4,34,8,2,240510.1,371,298.6,12335,18,114275,4.7,1350923.3,2702361,4e+05,0,126983,2
1610,2023-08-09,2023-08-10,35,17,8,26,11,3,129726.4,349,256.9,9190,19.5,86881,5,1092447.3,2186400,450000,0,96423,3
1611,2023-08-10,2023-08-11,14,22,17,26,20,3,144391.6,312,319.8,9561,20.8,93559,5.2,1218328,2433567,480000,0,103435,3
1612,2023-08-11,2023-08-12,33,5,30,27,16,2,247713.6,315,362.3,10842,21.1,107869,5.1,1388449.8,2783298,460000,0,119028,2
1613,2023-08-12,2023-08-13,33,1,25,35,36,1,402487.5,301,308,9651,19.2,87160,5.2,1133726.7,2261166,3e+05,0,97113,1
1614,2023-08-13,2023-08-14,28,15,33,14,16,2,147207.5,206,329.2,6273,21.6,63131,5.2,826008.2,1654017,4e+05,0,69612,2
1615,2023-08-14,2023-08-15,1,9,31,24,21,2,191856.9,287,307.9,8921,19.8,84084,5.1,1077545.3,2155695,460000,0,93294,2
1616,2023-08-15,2023-08-16,14,34,10,6,15,3,154192.8,346,308,10425,20.4,103647,5,1300051.4,2598756,430000,0,114421,3
1617,2023-08-16,2023-08-17,4,25,5,36,31,1,431259,302,328.9,9302,21.4,96245,5,1210874.6,2422803,430000,0,105850,1
1618,2023-08-17,2023-08-18,11,17,1,2,32,2,215387.6,366,271.1,10451,19,98600,4.9,1211706.8,2420085,5e+05,0,109419,2
1619,2023-08-18,2023-08-19,2,28,33,25,16,3,159849.3,322,343,10233,21.6,101821,5.3,1350678,2694090,420000,0,112379,3
1620,2023-08-19,2023-08-20,11,21,32,18,13,1,394319.6,291,312.1,9128,19.9,88155,5,1107562.9,2215278,3e+05,0,97575,1
1621,2023-08-20,2023-08-21,1,32,14,36,20,2,141490,182,358.2,5967,21.8,60794,5.1,788302.4,1589775,4e+05,0,66945,2
1622,2023-08-21,2023-08-22,12,5,8,18,6,0,0,289,1568.9,9972,17,87220,4.7,1032870.1,2070303,460000,0,97481,0
1623,2023-08-22,2023-08-23,2,15,27,12,36,1,408588,281,334.9,9040,20.9,89591,5.1,1148545,2295438,420000,0,98913,1
1624,2023-08-23,2023-08-24,12,3,22,23,14,0,0,250,1873.6,8961,19.5,87879,4.9,1073746.6,2138829,460000,0,97090,0
1625,2023-08-24,2023-08-25,8,20,29,6,33,1,406215.4,297,315,8750,21.4,89844,5,1136240.4,2282109,0,750000,98892,1
1626,2023-08-25,2023-08-26,13,21,28,29,35,3,250000,441,313.2,13162,21,127207,5.3,1838720.3,3368238,480000,0,140813,3
1627,2023-08-26,2023-08-27,12,15,9,18,10,0,0,381,1466.5,11106,18.8,105456,4.8,1273718.1,2551407,3e+05,0,116943,0
1628,2023-08-27,2023-08-28,12,20,26,8,28,1,331685.6,207,369.1,7786,19.7,73521,5.1,936430.6,1863402,450000,0,81515,1
1629,2023-08-28,2023-08-29,4,30,14,22,32,2,219293.2,332,304.3,9793,20.6,95779,5.1,1229822.7,2463969,5e+05,0,105906,2
1630,2023-08-29,2023-08-30,25,11,24,6,22,2,246676.2,349,325.6,11350,20,111575,4.9,1380704.3,2771643,520000,0,123276,2
1631,2023-08-30,2023-08-31,34,3,5,35,13,4,130000,339,321.5,10641,20.5,106555,5,1379904,2658192,540000,0,117539,4
1632,2023-08-31,2023-09-01,26,11,31,7,4,5,108000,449,255.9,12738,18.1,115640,4.8,1440528.9,2802528,0,750000,128832,5
1633,2023-09-01,2023-09-02,31,36,8,35,33,7,107142.9,693,211.7,15329,19.1,137207,5.2,1902968.7,3578745,480000,0,153236,7
1634,2023-09-02,2023-09-03,12,24,33,2,25,0,0,318,1824.6,10331,21,104276,5.1,1328981.4,2649276,3e+05,0,114925,0
1635,2023-09-03,2023-09-04,8,25,17,14,34,2,170159.6,279,280.9,7619,20.6,74262,5.1,954377.9,1911906,450000,0,82162,2
1636,2023-09-04,2023-09-05,8,1,22,10,13,2,217396.5,323,310.1,10027,20,98995,4.9,1220570.8,2442657,5e+05,0,109347,2
1637,2023-09-05,2023-09-06,35,16,5,17,23,2,261364.7,380,316.8,12345,19.5,117816,5,1472920.9,2936682,480000,0,130543,2
1638,2023-09-06,2023-09-07,17,4,24,15,26,3,158108.7,328,333.1,10953,20,104925,5,1327267.9,2664753,5e+05,0,116209,3
1639,2023-09-07,2023-09-08,7,1,15,31,9,3,166666.7,403,273.6,12349,17.8,110905,4.8,1362417.1,2688735,5e+05,0,123660,3
1640,2023-09-08,2023-09-09,6,24,36,10,23,6,88948.4,378,325.2,12174,20.2,119254,5,1498800.8,2998260,450000,0,131812,6
1641,2023-09-09,2023-09-10,15,19,25,3,20,0,0,289,1817.4,10113,19.5,96802,5,1206442.1,2398320,3e+05,0,107204,0
1642,2023-09-10,2023-09-11,1,19,9,14,13,1,312491.5,230,312.9,7698,18.7,71619,4.8,872182.3,1755570,420000,0,79548,1
1643,2023-09-11,2023-09-12,32,35,22,4,6,1,399308.6,277,332.1,9057,20.3,88158,5.1,1124763.2,2243307,460000,0,97493,1
1644,2023-09-12,2023-09-13,32,15,4,29,11,3,149708.3,325,318.3,9925,20.8,98510,5.1,1261413.4,2523174,5e+05,0,108763,3
1645,2023-09-13,2023-09-14,18,20,10,16,12,5,1e+05,401,239.1,10818,17.7,97415,4.8,1254949.7,2338500,450000,0,108639,5
1646,2023-09-14,2023-09-15,12,8,16,22,28,2,211476.3,401,242.9,10564,18.5,96134,4.9,1186846.1,2376138,5e+05,0,107101,2
1647,2023-09-15,2023-09-16,36,34,33,2,8,0,0,377,1645.8,11641,19.9,111152,5.1,1418997.7,2833104,420000,0,123170,0
1648,2023-09-16,2023-09-17,30,12,35,5,9,1,415264.6,275,347.8,9521,20.2,95444,4.8,1161365,2332947,3e+05,0,105241,1
1649,2023-09-17,2023-09-18,30,29,19,2,8,0,0,169,2159.5,6703,20.3,64765,5.1,831327.9,1666458,4e+05,0,71637,0
1650,2023-09-18,2023-09-19,31,32,30,3,4,3,128674.8,234,380,7988,22.3,83487,5.2,1087209.2,2168676,460000,0,91712,3
1651,2023-09-19,2023-09-20,30,8,1,33,26,4,109860.3,266,380.5,9227,21.9,94496,5.2,1234104.7,2468772,420000,0,103993,4
1652,2023-09-20,2023-09-21,9,18,26,7,31,1,400899,308,299.8,9235,20,90921,4.9,1123450.3,2252241,460000,0,100465,1
1653,2023-09-21,2023-09-22,4,5,6,12,24,2,209813.2,378,255.7,10929,17.7,98126,4.8,1180729.1,2357451,5e+05,0,109435,2
1654,2023-09-22,2023-09-23,16,10,30,28,13,2,256702.6,380,311.2,11191,21.1,110733,5.2,1443602.9,2884299,420000,0,122306,2
1655,2023-09-23,2023-09-24,34,22,10,31,12,0,0,311,1707.9,9379,21.3,95142,5.1,1216153.8,2425293,3e+05,0,104832,0
1656,2023-09-24,2023-09-25,9,26,15,28,8,3,106091,238,308,7554,19.3,72451,4.9,892379.1,1788051,350000,0,80246,3
1657,2023-09-25,2023-09-26,18,33,10,22,3,6,57318.3,299,264.9,8475,18.7,78035,4.9,963968.9,1932078,5e+05,0,86815,6
1658,2023-09-26,2023-09-27,27,10,7,2,26,1,457526,337,312.7,10649,19.8,104050,4.9,1283601.1,2570370,450000,0,115037,1
1659,2023-09-27,2023-09-28,33,16,19,32,25,3,147246.1,272,374.1,9656,21.1,96263,5.1,1238176.4,2481675,5e+05,0,106194,3
1660,2023-09-28,2023-09-29,30,9,10,5,23,0,0,371,1641.4,12189,17.9,110304,4.8,1356601.7,2657598,0,750000,122864,0
1661,2023-09-29,2023-09-30,2,29,11,7,15,2,375000,539,263,15478,18.3,142917,4.8,1861006,3457872,450000,0,158936,2
1662,2023-09-30,2023-10-01,24,7,3,36,17,4,119780.2,456,242.1,11675,18.9,109715,4.9,1347779.4,2691690,3e+05,0,121850,4
1663,2023-10-01,2023-10-02,17,31,23,25,16,1,356729.1,230,357.2,7502,21.9,76599,5.3,1009153.6,2004096,450000,0,84332,1
1664,2023-10-02,2023-10-03,17,7,5,22,1,0,0,434,1280.3,11725,17.8,106744,4.7,1266052,2537202,520000,0,118903,0
1665,2023-10-03,2023-10-04,2,18,7,28,11,4,146987.2,534,253.6,15124,17.9,137160,4.8,1652458.8,3303084,460000,0,152822,4
1666,2023-10-04,2023-10-05,16,5,8,17,36,2,252183.7,342,339.7,11785,19.7,115723,4.9,1419752,2833524,5e+05,0,127852,2
1667,2023-10-05,2023-10-06,7,9,17,24,23,4,128998.1,466,255,12710,18.7,122324,4.7,1447422.2,2898834,0,750000,135504,4
1668,2023-10-06,2023-10-07,14,5,12,27,26,2,375000,449,320.7,14072,20.4,138595,5,1874038.1,3511182,450000,0,153118,2
1669,2023-10-07,2023-10-08,20,3,27,21,22,1,458161.3,302,349.4,10233,20.7,101221,5.1,1291730.3,2573940,3e+05,0,111757,1
1670,2023-10-08,2023-10-09,14,2,8,23,32,3,110370.2,261,292.2,7700,19.8,73386,5,926764.8,1860171,420000,0,81350,3
1671,2023-10-09,2023-10-10,31,13,35,1,29,2,211834,294,331.9,9194,21.2,90544,5.3,1196042.6,2380158,5e+05,0,100034,2
1672,2023-10-10,2023-10-11,10,34,3,31,13,2,254860.3,394,298,11666,20.1,112294,5,1423089.2,2863599,430000,0,124356,2
1673,2023-10-11,2023-10-12,1,33,31,12,21,0,0,350,1563.2,9711,21.2,95939,5.2,1251876,2498217,450000,0,106000,0
1674,2023-10-12,2023-10-13,11,13,7,9,6,0,0,511,1083.1,12132,17,109098,4.6,1261558.9,2527203,0,750000,121741,0
1675,2023-10-13,2023-10-14,23,14,3,17,13,1,750000,558,256.5,15506,18.5,142754,4.9,1879482.6,3491613,420000,0,158819,1
1676,2023-10-14,2023-10-15,14,12,18,19,22,2,225741.8,373,278.8,11197,18.6,105888,4.8,1272002.6,2536425,3e+05,0,117460,2
1677,2023-10-15,2023-10-16,34,16,23,33,10,2,165380.1,246,309.7,7418,20.5,73600,5,927015.4,1858203,4e+05,0,81266,2
1678,2023-10-16,2023-10-17,20,27,17,22,3,1,411211.5,353,268.4,9737,19.5,93018,4.9,1151616.4,2310177,460000,0,103109,1
1679,2023-10-17,2023-10-18,12,30,22,35,28,2,252018.1,347,334.5,10685,21.7,108676,5.2,1417087.4,2831664,430000,0,119710,2
1680,2023-10-18,2023-10-19,29,17,30,22,32,3,142266.5,290,339,9209,21.3,91205,5.2,1195527.2,2397750,430000,0,100707,3
1681,2023-10-19,2023-10-20,16,12,6,8,36,4,109502.4,386,261.4,10865,18.6,99418,5,1238089,2460729,5e+05,0,110673,4
1682,2023-10-20,2023-10-21,21,1,3,30,13,2,258820.8,403,295.9,12007,19.9,115569,5,1453673.6,2908098,440000,0,127981,2
1683,2023-10-21,2023-10-22,16,21,24,31,14,5,82096.5,293,322.6,8714,21.7,89008,5.1,1148038.9,2306082,3e+05,0,98020,5
1684,2023-10-22,2023-10-23,15,6,14,12,2,2,147624.3,246,276.5,7027,19.3,67375,4.9,829026.2,1658700,420000,0,74650,2
1685,2023-10-23,2023-10-24,7,3,21,18,15,1,357784.4,352,234.1,9704,17,84858,4.7,1003988.2,2010024,460000,0,94915,1
1686,2023-10-24,2023-10-25,9,18,3,16,34,1,448244.9,345,299.3,10330,20,102063,4.9,1258212.1,2518230,450000,0,112739,1
1687,2023-10-25,2023-10-26,29,31,30,10,35,7,70250.4,352,321.8,10579,21.4,103075,5.4,1388022,2762655,5e+05,0,114013,7
1688,2023-10-26,2023-10-27,22,1,12,3,28,1,525487.8,415,291.6,12624,19.2,120805,4.8,1468746.6,2952180,0,750000,133845,1
1689,2023-10-27,2023-10-28,14,34,13,11,18,1,750000,407,321.6,12667,20.6,126478,5.1,1786869.2,3191784,460000,0,139553,1
1690,2023-10-28,2023-10-29,16,6,7,22,31,2,243496,352,318.6,10816,20.8,109701,4.9,1361646.9,2735910,3e+05,0,120871,2
1691,2023-10-29,2023-10-30,20,26,12,34,13,1,338944.2,231,338,7106,21.9,72228,5.3,955452,1904181,450000,0,79566,1
1692,2023-10-30,2023-10-31,10,33,31,36,2,4,112186.1,287,360.2,9991,20.7,98636,5.1,1261979.1,2521035,5e+05,0,108918,4
1693,2023-10-31,2023-11-01,28,29,20,13,16,1,528903.9,350,348,11497,21.2,112871,5.2,1481369.5,2971371,480000,0,124719,1
1694,2023-11-01,2023-11-02,17,29,9,26,13,3,164418.9,357,318.3,10958,20.7,106434,5.2,1387177.2,2771106,5e+05,0,117752,3
1695,2023-11-02,2023-11-03,35,19,25,16,21,1,587057.8,462,292.7,13256,20.4,130675,5,1646082.6,3298077,0,750000,144394,1
1696,2023-11-03,2023-11-04,18,20,21,28,15,1,750000,496,314.1,15550,20.1,151305,5,1974873.6,3800100,460000,0,167352,1
1697,2023-11-04,2023-11-05,4,36,16,35,14,1,514126.1,365,324.5,11354,20.8,113797,5.1,1449096.5,2888349,3e+05,0,125517,1
1698,2023-11-05,2023-11-06,21,34,4,17,23,3,121089.8,297,281.7,8151,20.6,79884,5,1014264.9,2040840,430000,0,88335,3
1699,2023-11-06,2023-11-07,19,7,15,4,28,1,488133.3,392,286.8,11998,18.7,113065,4.8,1367633.5,2742321,5e+05,0,125456,1
1700,2023-11-07,2023-11-08,36,1,18,5,7,2,269428.9,520,238.7,14289,17.4,127725,4.8,1524690.4,3027291,480000,0,142536,2
1701,2023-11-08,2023-11-09,30,36,28,34,21,2,249308.6,397,289.3,10473,21.9,104551,5.3,1396948.3,2801220,5e+05,0,115423,2
1702,2023-11-09,2023-11-10,20,11,13,25,16,5,101960.5,425,276.3,12025,19.5,116724,4.9,1433665.1,2864058,520000,0,129179,5
1703,2023-11-10,2023-11-11,17,16,8,36,33,3,187466.7,448,289.1,12747,20.4,126445,4.9,1571536.2,3159552,460000,0,139643,3
1704,2023-11-11,2023-11-12,27,19,12,35,29,4,104334.2,338,284.5,9965,19.2,92877,5.1,1178498.5,2344590,3e+05,0,103184,4
1705,2023-11-12,2023-11-13,31,20,5,6,19,2,158192.8,228,319.6,7051,20.7,70984,5,890130.1,1777446,4e+05,0,78265,2
1706,2023-11-13,2023-11-14,36,22,31,13,33,6,69132.2,354,269.9,9934,19.3,91431,5,1159219,2330298,460000,0,101725,6
1707,2023-11-14,2023-11-15,5,28,13,6,11,5,93468.9,356,302.3,10701,20.1,106803,4.9,1313388.1,2625531,430000,0,117865,5
1708,2023-11-15,2023-11-16,17,5,22,36,11,3,151901.2,429,244.7,11559,18.1,104864,4.9,1283731.4,2560134,5e+05,0,116855,3
1709,2023-11-16,2023-11-17,28,19,36,2,8,7,71428.6,416,263.2,10961,20,104845,5.1,1363420.9,2670465,520000,0,116229,7
1710,2023-11-17,2023-11-18,20,12,31,33,6,0,0,396,1628.6,11820,20.5,116657,5,1470520.6,2944761,430000,0,128873,0
1711,2023-11-18,2023-11-19,33,21,5,34,31,2,214912,285,347.3,9768,20.2,93303,5.1,1201963.4,2414742,3e+05,0,103358,2
1712,2023-11-19,2023-11-20,23,28,20,10,8,1,300614.3,219,316.2,7039,19.7,68520,4.9,844278.4,1688844,4e+05,0,75779,1
1713,2023-11-20,2023-11-21,28,30,2,35,11,2,200698.8,232,398.5,8489,21.8,86771,5.2,1130119,2255043,450000,0,95494,2
1714,2023-11-21,2023-11-22,6,7,3,1,30,3,148938.9,411,250.4,11527,17.8,102092,4.9,1255162.5,2510205,430000,0,114033,3
1715,2023-11-22,2023-11-23,27,9,5,14,31,0,0,338,1473.5,9424,19.8,90783,5,1138553.2,2274138,0,5e+05,100545,0
1716,2023-11-23,2023-11-24,3,21,33,28,24,5,1e+05,311,322.6,9628,20.9,95494,5.1,1288573.2,2447181,0,750000,105438,5
1717,2023-11-24,2023-11-25,1,32,16,36,31,3,250000,428,307.6,12820,20.5,122774,5.2,1782887.6,3210432,450000,0,136025,3
1718,2023-11-25,2023-11-26,4,24,20,7,1,3,153289.7,333,318,11459,18.5,106568,4.8,1289281,2583534,3e+05,0,118363,3
1719,2023-11-26,2023-11-27,7,27,26,1,15,0,0,260,1599.5,7771,20.1,76768,4.9,948230.3,1898838,450000,0,84799,0
1720,2023-11-27,2023-11-28,23,29,15,4,14,1,468735.1,320,337.4,10277,21,103018,5.1,1317911.9,2633343,5e+05,0,113616,1
1721,2023-11-28,2023-11-29,6,29,36,33,21,0,0,424,1518,12081,19.9,114054,5.1,1465719.3,2938953,480000,0,126559,0
1722,2023-11-29,2023-11-30,18,19,31,35,26,2,241778.6,298,373.7,10548,21.1,104420,5.2,1360466.6,2716614,0,5e+05,115268,2
1723,2023-11-30,2023-12-01,35,13,21,7,23,2,274864.5,403,314.2,12894,19.7,122905,5,1544888.4,3088365,0,750000,136204,2
1724,2023-12-01,2023-12-02,17,9,29,19,16,3,250000,570,276.9,16713,18.9,153909,5,1993253.7,3849246,480000,0,171195,3
1725,2023-12-02,2023-12-03,35,33,1,29,31,2,256965.3,445,266,11822,20,108409,5.3,1443308.3,2887251,3e+05,0,120678,2
1726,2023-12-03,2023-12-04,9,1,22,25,20,0,0,304,1516.9,8365,20.6,83635,5,1051631.6,2105679,460000,0,92304,0
1727,2023-12-04,2023-12-05,10,12,34,6,7,0,0,337,1823.8,12119,19,116701,4.8,1405046.4,2806449,0,520000,129157,0
1728,2023-12-05,2023-12-06,31,27,5,19,8,0,0,477,1495.8,14194,18.8,132792,4.9,1631024.6,3257991,5e+05,0,147463,0
1729,2023-12-06,2023-12-07,4,9,32,35,2,1,528918.5,347,351.1,11743,20.8,118898,4.9,1477604.8,2971452,520000,0,130989,1
1730,2023-12-07,2023-12-08,27,18,23,24,13,0,0,412,1577.4,12271,19.8,117632,5.1,1492777.8,2967540,0,550000,130315,0
1731,2023-12-08,2023-12-09,36,30,22,9,14,3,191786.8,416,318.6,12889,20.6,128212,5,1614471.4,3232362,460000,0,141520,3
1732,2023-12-09,2023-12-10,33,32,13,22,34,1,469173,338,319.7,11156,19.3,100895,5.2,1317196.4,2635803,3e+05,0,112390,1
1733,2023-12-10,2023-12-11,5,11,2,35,29,1,351998.4,262,309.5,8123,20,79095,4.9,983112.9,1977519,430000,0,87481,1
1734,2023-12-11,2023-12-12,6,20,15,13,21,0,0,320,1750.8,10135,20.7,101718,5,1278640.5,2558343,0,5e+05,112173,0
1735,2023-12-12,2023-12-13,22,19,10,36,32,3,173591.7,446,269,12198,19.7,117865,5,1470374.7,2925702,430000,0,130512,3
1736,2023-12-13,2023-12-14,24,22,32,4,23,2,239132.3,338,325.9,10512,20.9,103999,5.1,1338514.5,2686881,450000,0,114851,2
1737,2023-12-14,2023-12-15,14,3,1,8,10,4,137621.6,508,249.6,13750,18.5,127153,4.8,1541992.6,3092619,450000,0,141415,4
1738,2023-12-15,2023-12-16,14,36,3,17,23,3,182817.5,452,279.5,12082,20.9,121678,5.1,1547858.1,3081195,5e+05,0,134215,3
1739,2023-12-16,2023-12-17,30,15,29,2,14,7,68870.2,341,325.6,10002,22.2,101872,5.3,1355087,2708379,3e+05,0,112222,7
1740,2023-12-17,2023-12-18,11,17,27,16,21,4,90966.4,275,304.8,8976,18.7,83819,4.8,1017868,2044188,4e+05,0,93074,4
1741,2023-12-18,2023-12-19,15,1,32,23,16,2,245718,339,333.9,10683,21.2,105940,5.2,1381995.7,2760876,0,550000,116964,2
1742,2023-12-19,2023-12-20,21,1,7,9,34,2,291223.5,444,302.2,13999,19.1,132939,4.9,1635405.8,3272175,5e+05,0,147384,2
1743,2023-12-20,2023-12-21,20,1,18,29,10,2,280576.7,417,309.9,12786,20.3,125551,5,1577692.5,3152547,5e+05,0,138756,2
1744,2023-12-21,2023-12-22,11,10,15,33,6,3,192918.4,405,329.2,13344,19.9,131490,4.9,1621927.8,3251433,0,6e+05,145242,3
1745,2023-12-22,2023-12-23,36,20,24,28,25,5,130269.8,443,338.7,14299,21,142991,5.1,1830926.2,3659265,520000,0,157738,5
1746,2023-12-23,2023-12-24,23,6,18,29,34,2,268429.6,393,314.6,11999,20.6,117932,5.1,1509129.6,3016062,3e+05,0,130326,2
1747,2023-12-24,2023-12-26,18,12,17,7,9,1,428098.6,367,268.7,10846,18.2,102377,4.7,1205280.6,2405049,450000,0,113591,1
1748,2023-12-26,2023-12-27,19,16,35,36,14,1,477036.7,350,313.9,10595,20.8,106603,5,1340292.7,2679981,5e+05,0,117549,1
1749,2023-12-27,2023-12-28,8,27,19,10,3,4,132790.4,428,285.9,13176,18.5,122605,4.8,1485786.8,2984055,0,6e+05,136213,4
1750,2023-12-28,2023-12-29,30,3,6,32,19,4,150000,380,342.3,12260,21.3,123452,5.1,1620817.2,3172902,750000,0,136096,4
1751,2023-12-29,2023-12-30,18,15,21,19,6,1,750000,550,291.3,16440,19.5,156716,5,2014375,3908202,550000,0,173707,1
1752,2023-12-30,2023-12-31,26,22,20,9,1,3,187607.9,446,290.7,12876,20.1,126381,5,1583188.5,3161931,3e+05,0,139706,3
1753,2023-12-31,2024-01-01,35,36,11,33,14,2,224293.6,339,304.8,10767,19.2,99264,5,1254960.8,2520153,350000,0,110372,2
1754,2024-01-01,2024-01-02,17,14,3,32,2,3,116976.5,221,365.8,7491,21.6,77094,5.1,986756.3,1971513,5e+05,0,84809,3
1755,2024-01-02,2024-01-03,30,27,33,16,19,1,509049.8,395,296.8,11494,20.4,112571,5.1,1434875.5,2859831,480000,0,124461,1
1756,2024-01-03,2024-01-04,34,31,25,2,10,1,544179.6,349,359.2,11443,21.9,117679,5.1,1520305,3057189,5e+05,0,129472,1
1757,2024-01-04,2024-01-05,14,7,3,19,34,3,185240.9,445,287.7,13286,19.3,127523,4.9,1565031.7,3122037,6e+05,0,141257,3
1758,2024-01-05,2024-01-06,6,34,18,29,3,1,640100.9,559,263.7,14316,20.6,141371,5.1,1803410.9,3596073,550000,0,156247,1
1759,2024-01-06,2024-01-07,29,21,17,32,8,6,88608.8,389,314.8,11527,21.2,114688,5.1,1483391.2,2986812,3e+05,0,126610,6
1760,2024-01-07,2024-01-08,25,31,20,4,29,1,387025.3,261,341.6,8040,22.2,82828,5.3,1093659.3,2174301,450000,0,91130,1
1761,2024-01-08,2024-01-09,19,23,4,12,26,4,123993.5,434,263.2,12195,18.7,110702,5,1391759.3,2786370,550000,0,123335,4
1762,2024-01-09,2024-01-10,17,27,3,13,6,4,141335.9,542,240.3,13790,18.9,129810,4.9,1592286.2,3176088,5e+05,0,144146,4
1763,2024-01-10,2024-01-11,4,9,19,3,13,5,103951.2,405,295.6,13173,18.2,123470,4.7,1459531.6,2919978,0,550000,137053,5
1764,2024-01-11,2024-01-12,14,9,27,32,18,1,550000,410,294.4,12215,19.7,115363,5,1488154.5,2944488,0,750000,127989,1
1765,2024-01-12,2024-01-13,36,1,25,34,8,2,375000,533,293,15365,20.4,150094,5.1,1985094.4,3808167,5e+05,0,165994,2
1766,2024-01-13,2024-01-14,11,9,7,30,5,0,0,594,1032,13536,16.9,118564,4.7,1399017.2,2799348,3e+05,0,132694,0
