prov,head_sex,head_popgrp,head_age,hholdsz,mobphon_hh,wat_mun_source,lab_salary_hh,totalgrnt_hh,geotype,metro,quarter
Gauteng,Female,African/Black,72,8,7,Yes,19100,5160,Urban,Metro,3
Gauteng,Male,African/Black,60,1,0,Yes,1800,0,Urban,Metro,3
Gauteng,Female,African/Black,30,2,1,Yes,7500,480,Urban,Metro,3
Gauteng,Female,African/Black,84,6,5,Yes,12000,3450,Urban,Metro,1
Gauteng,Male,African/Black,42,1,1,Yes,7000,0,Urban,Metro,1
Gauteng,Female,African/Black,79,7,6,Yes,2400,2010,Urban,Metro,1
Gauteng,Female,African/Black,56,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Female,African/Black,49,2,2,Yes,4500,830,Urban,Metro,1
Gauteng,Female,African/Black,85,5,3,Yes,4000,3060,Urban,Metro,1
Gauteng,Male,African/Black,51,5,2,Yes,0,1880,Urban,Metro,1
Gauteng,Female,African/Black,71,5,4,Yes,5257,3190,Urban,Metro,1
Gauteng,Female,African/Black,32,1,1,Yes,0,0,Urban,Metro,4
Gauteng,Male,African/Black,32,4,2,Yes,1249,0,Urban,Metro,4
Gauteng,Female,Indian/Asian,25,1,1,Yes,0,0,Urban,Metro,4
Gauteng,Male,Indian/Asian,45,3,2,Yes,0,0,Urban,Metro,3
Gauteng,Male,African/Black,19,2,2,Yes,0,0,Urban,Metro,3
Gauteng,Female,African/Black,30,1,1,Yes,4000,0,Urban,Metro,3
Gauteng,Male,African/Black,24,1,1,Yes,8000,0,Urban,Metro,3
Gauteng,Female,African/Black,23,1,1,Yes,0,0,Urban,Metro,3
Gauteng,Male,African/Black,45,4,2,Yes,5500,0,Urban,Metro,3
Gauteng,Female,African/Black,54,6,2,,4800,2140,Urban,Metro,2
Gauteng,Male,Indian/Asian,31,5,5,Yes,8991,0,Urban,Metro,2
Gauteng,Male,African/Black,30,2,2,Yes,9000,0,Urban,Metro,2
Gauteng,Male,African/Black,33,2,2,Yes,2500,0,Urban,Metro,2
Gauteng,Male,African/Black,25,1,1,No,9475,0,Urban,Metro,2
Gauteng,Male,African/Black,57,5,3,Yes,3000,0,Urban,Metro,2
Gauteng,Male,African/Black,48,2,2,Yes,12500,0,Urban,Metro,2
Gauteng,Female,African/Black,36,3,1,Yes,3500,960,Urban,Metro,2
Gauteng,Male,African/Black,38,2,2,Yes,5000,0,Urban,Metro,2
Gauteng,Female,African/Black,34,1,1,Yes,736,0,Urban,Metro,2
Gauteng,Male,African/Black,43,1,1,No,5000,0,Urban,Metro,2
Gauteng,Male,African/Black,42,6,2,Yes,4500,1440,Urban,Metro,2
Gauteng,Male,African/Black,39,3,3,Yes,7000,700,Urban,Metro,1
Gauteng,Male,African/Black,48,3,3,Yes,28000,480,Urban,Metro,1
Gauteng,Female,African/Black,64,3,3,Yes,8000,1990,Urban,Metro,1
Gauteng,Male,African/Black,44,4,3,Yes,30583,0,Urban,Metro,1
Gauteng,Male,African/Black,47,2,2,Yes,13000,0,Urban,Metro,1
Gauteng,Female,African/Black,64,4,2,Yes,5000,1200,Urban,Metro,3
Gauteng,Male,African/Black,43,4,3,Yes,14500,960,Urban,Metro,3
Gauteng,Male,African/Black,53,3,2,Yes,10000,0,Urban,Metro,3
Gauteng,Female,African/Black,34,2,1,No,0,830,Urban,Metro,3
Gauteng,Male,African/Black,35,2,2,Yes,8000,0,Urban,Metro,3
Gauteng,Female,African/Black,49,4,3,Yes,17000,830,Urban,Metro,3
Gauteng,Male,African/Black,54,2,2,Yes,6000,0,Urban,Metro,3
Gauteng,Female,African/Black,44,5,3,Yes,13352,0,Urban,Metro,1
Gauteng,Male,African/Black,43,2,2,Yes,18950,0,Urban,Metro,1
Gauteng,Female,African/Black,69,1,1,Yes,3000,1990,Urban,Metro,1
Gauteng,Male,Coloured,54,5,5,Yes,92958,0,Urban,Metro,3
Gauteng,Male,White,60,2,2,Yes,91581,0,Urban,Metro,3
Gauteng,Male,African/Black,45,1,1,Yes,122304,0,Urban,Metro,3
Gauteng,Male,White,36,3,3,No,42008,0,Urban,Metro,3
Gauteng,Female,White,33,1,1,Yes,20833,0,Urban,Metro,3
Gauteng,Female,African/Black,40,2,1,No,0,480,Urban,Metro,3
Gauteng,Male,White,85,5,5,Yes,59500,4020,Urban,Metro,2
Gauteng,Male,Coloured,40,3,2,Yes,66854,0,Urban,Metro,2
Gauteng,Male,White,82,2,2,Yes,30000,0,Urban,Metro,2
Gauteng,Female,White,82,1,1,Yes,0,0,Urban,Metro,2
Gauteng,Male,White,73,2,2,Yes,20000,0,Urban,Metro,3
Gauteng,Male,African/Black,44,4,3,Yes,68,0,Urban,Metro,2
Gauteng,Male,Coloured,63,4,4,Yes,110000,0,Urban,Metro,2
Gauteng,Female,African/Black,51,2,2,Yes,32000,0,Urban,Metro,2
Gauteng,Female,White,60,1,1,Yes,10000,0,Urban,Metro,2
Gauteng,Male,White,65,3,3,Yes,26000,0,Urban,Metro,2
Gauteng,Male,African/Black,41,2,2,Yes,110000,0,Urban,Metro,2
Gauteng,Female,African/Black,55,2,2,Yes,10000,0,Urban,Metro,1
Gauteng,Female,African/Black,61,4,3,Yes,2800,2470,Urban,Metro,1
Gauteng,Male,African/Black,38,5,3,Yes,17000,0,Urban,Metro,1
Gauteng,Female,African/Black,65,4,4,Yes,15500,1990,Urban,Metro,1
Gauteng,Male,African/Black,34,3,2,Yes,4900,830,Urban,Metro,4
Gauteng,Male,African/Black,39,6,2,Yes,13404,0,Urban,Metro,4
Gauteng,Male,African/Black,48,4,4,No,3500,960,Urban,Metro,4
Gauteng,Male,African/Black,48,3,3,Yes,6000,480,Urban,Metro,4
Gauteng,Female,African/Black,35,1,1,Yes,9475,0,Urban,Metro,4
Gauteng,Male,African/Black,47,6,3,Yes,0,0,Urban,Metro,4
Gauteng,Female,African/Black,45,4,2,Yes,6000,1310,Urban,Metro,3
Gauteng,Male,African/Black,49,1,1,Yes,6000,0,Urban,Metro,3
Gauteng,Female,African/Black,39,3,2,Yes,11000,0,Urban,Metro,3
Gauteng,Male,African/Black,30,3,2,Yes,5000,480,Urban,Metro,3
Gauteng,Female,African/Black,54,1,1,Yes,7500,0,Urban,Metro,3
Gauteng,Female,African/Black,44,5,3,Yes,6000,1310,Urban,Metro,3
Gauteng,Male,African/Black,48,4,3,Yes,0,0,Urban,Metro,4
Gauteng,Male,White,45,3,3,Yes,0,0,Urban,Metro,4
Gauteng,Female,White,84,1,0,Yes,0,0,Urban,Metro,4
Gauteng,Male,African/Black,44,1,1,Yes,20000,0,Urban,Metro,1
Gauteng,Male,African/Black,55,3,3,Yes,79000,0,Urban,Metro,1
Gauteng,Male,White,56,4,4,Yes,94500,0,Urban,Metro,1
Gauteng,Female,White,72,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Female,Coloured,81,2,2,Yes,0,0,Urban,Metro,1
Gauteng,Female,African/Black,35,2,2,Yes,5400,0,Urban,Metro,1
Gauteng,Female,African/Black,46,3,1,Yes,0,960,Urban,Metro,1
Gauteng,Male,African/Black,24,1,1,Yes,6200,0,Urban,Metro,1
Gauteng,Female,African/Black,45,5,4,Yes,18000,0,Urban,Metro,1
Gauteng,Male,African/Black,53,3,3,Yes,8000,0,Urban,Metro,1
Gauteng,Male,African/Black,32,1,1,Yes,3000,350,Urban,Metro,1
Gauteng,Male,African/Black,60,2,2,Yes,15000,0,Urban,Metro,1
Gauteng,Female,African/Black,38,5,1,Yes,0,1440,Urban,Metro,1
Gauteng,Female,African/Black,52,5,4,Yes,15000,960,Urban,Metro,1
Gauteng,Male,African/Black,67,7,6,Yes,2400,3980,Urban,Metro,1
Gauteng,Male,African/Black,36,3,2,Yes,21583,0,Urban,Metro,1
Gauteng,Male,African/Black,44,5,2,Yes,6958,1440,Urban,Metro,1
Gauteng,Female,African/Black,59,1,1,Yes,31000,0,Urban,Metro,1
Gauteng,Female,African/Black,39,4,3,No,10000,960,Urban,Metro,1
Gauteng,Female,African/Black,65,1,1,Yes,0,1990,Urban,Metro,4
Gauteng,Male,African/Black,38,2,2,Yes,10000,350,Urban,Metro,4
Gauteng,Male,African/Black,41,2,2,No,5400,0,Urban,Metro,4
Gauteng,Female,African/Black,69,7,6,Yes,2000,2800,Urban,Metro,4
Gauteng,Male,African/Black,31,2,2,Yes,7000,350,Urban,Metro,4
Gauteng,Female,African/Black,51,2,2,Yes,0,830,Urban,Metro,4
Gauteng,Male,African/Black,25,1,1,Yes,6000,0,Urban,Metro,4
Gauteng,Female,African/Black,37,2,2,Yes,9475,0,Urban,Metro,4
Gauteng,Female,African/Black,45,2,1,Yes,7200,0,Urban,Metro,2
Gauteng,Female,African/Black,30,2,1,Yes,0,480,Urban,Metro,2
Gauteng,Female,African/Black,42,5,2,Yes,0,1440,Urban,Metro,2
Gauteng,Male,African/Black,36,5,2,Yes,4500,2510,Urban,Metro,2
Gauteng,Male,African/Black,62,3,3,Yes,0,350,Urban,Metro,1
Gauteng,Female,African/Black,45,3,1,Yes,5000,1200,Urban,Metro,1
Gauteng,Male,African/Black,45,5,1,Yes,0,1440,Urban,Metro,1
Gauteng,Female,African/Black,60,9,3,Yes,0,4740,Urban,Metro,1
Gauteng,Male,African/Black,22,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Female,African/Black,30,1,1,Yes,7500,0,Urban,Metro,1
Gauteng,Female,African/Black,32,3,3,Yes,4500,830,Urban,Metro,1
Gauteng,Male,African/Black,46,4,3,Yes,800,480,Urban,Metro,1
Gauteng,Male,African/Black,43,3,2,Yes,4500,0,Urban,Metro,1
Gauteng,Female,African/Black,50,3,1,Yes,0,960,Urban,Metro,4
Gauteng,Female,African/Black,74,2,2,Yes,0,1990,Urban,Metro,4
Gauteng,Female,African/Black,40,1,1,Yes,3000,0,Urban,Metro,4
Gauteng,Male,African/Black,37,3,2,Yes,19000,0,Urban,Metro,4
Gauteng,Male,African/Black,35,2,2,Yes,12000,0,Urban,Metro,4
Gauteng,Female,African/Black,44,4,3,Yes,4300,960,Urban,Metro,4
Gauteng,Female,Coloured,49,5,5,Yes,18000,350,Urban,Metro,1
Gauteng,Male,African/Black,45,6,5,Yes,22800,0,Urban,Metro,1
Gauteng,Male,African/Black,55,2,2,Yes,0,0,Urban,Metro,1
Gauteng,Male,African/Black,48,5,5,Yes,53200,0,Urban,Metro,1
Gauteng,Male,African/Black,50,5,5,Yes,98902,0,Urban,Metro,1
Gauteng,Male,White,71,3,3,Yes,0,3980,Urban,Metro,1
Gauteng,Male,White,34,5,4,Yes,6000,0,Urban,Metro,1
Gauteng,Male,African/Black,44,2,1,No,4000,0,Urban,Metro,1
Gauteng,Male,African/Black,39,2,1,Yes,12958,0,Urban,Metro,1
Gauteng,Male,African/Black,35,2,2,Yes,0,350,Urban,Metro,1
Gauteng,Female,African/Black,26,5,1,Yes,0,1920,Urban,Metro,1
Gauteng,Male,African/Black,43,1,1,Yes,5000,0,Urban,Metro,1
Gauteng,Female,African/Black,47,4,2,Yes,5000,1310,Urban,Metro,4
Gauteng,Female,African/Black,31,1,1,Yes,0,350,Urban,Metro,4
Gauteng,Male,African/Black,47,5,2,Yes,1500,960,Urban,Metro,4
Gauteng,Female,African/Black,37,3,1,Yes,0,1310,Urban,Metro,4
Gauteng,Male,African/Black,55,1,1,Yes,0,350,Urban,Metro,4
Gauteng,Male,African/Black,32,1,1,Yes,2997,0,Urban,Metro,4
Gauteng,Male,Coloured,38,4,2,Yes,55010,0,Urban,Metro,4
Gauteng,Male,White,40,2,2,Yes,33427,0,Urban,Metro,4
Gauteng,Male,African/Black,36,1,1,No,0,0,Urban,Metro,2
Gauteng,Female,African/Black,39,1,1,Yes,2500,0,Urban,Metro,2
Gauteng,Male,Indian/Asian,48,6,5,Yes,8000,0,Urban,Metro,2
Gauteng,Male,African/Black,29,3,3,Yes,54000,0,Urban,Metro,2
Gauteng,Male,African/Black,26,1,1,Yes,9475,0,Urban,Metro,2
Gauteng,Male,African/Black,22,1,1,Yes,0,0,Urban,Metro,2
Gauteng,Female,African/Black,21,1,1,No,0,0,Urban,Metro,2
Gauteng,Female,African/Black,37,2,2,Yes,76154,0,Urban,Metro,2
Gauteng,Female,White,38,3,2,Yes,44287,0,Urban,Metro,2
Gauteng,Male,Coloured,66,1,1,Yes,0,0,Urban,Metro,2
Gauteng,Female,African/Black,19,1,1,Yes,0,0,Urban,Metro,2
Gauteng,Male,African/Black,18,1,1,Yes,0,0,Urban,Metro,2
Gauteng,Male,African/Black,18,1,1,,0,0,Urban,Metro,2
Gauteng,Male,African/Black,48,6,4,Yes,5257,2710,Urban,Metro,2
Gauteng,Male,African/Black,36,4,2,Yes,8900,720,Urban,Metro,3
Gauteng,Male,African/Black,37,1,1,Yes,4200,0,Urban,Metro,3
Gauteng,Male,African/Black,47,3,2,Yes,6000,0,Urban,Metro,3
Gauteng,Male,African/Black,24,1,1,Yes,7200,0,Urban,Metro,3
Gauteng,Female,African/Black,49,8,4,Yes,3000,4000,Urban,Metro,3
Gauteng,Male,African/Black,55,3,3,Yes,0,1990,Urban,Metro,3
Gauteng,Female,African/Black,32,1,1,Yes,7200,0,Urban,Metro,3
Gauteng,Male,African/Black,31,3,2,Yes,0,2820,Urban,Metro,3
Gauteng,Male,African/Black,41,1,1,Yes,3000,0,Urban,Metro,3
Gauteng,Male,African/Black,38,1,1,Yes,6000,0,Urban,Metro,3
Gauteng,Male,African/Black,46,5,5,Yes,800,480,Urban,Metro,3
Gauteng,Male,African/Black,38,3,2,Yes,3500,830,Urban,Metro,3
Gauteng,Female,African/Black,68,10,6,Yes,11000,5700,Urban,Metro,3
Gauteng,Female,African/Black,61,5,2,Yes,0,3430,Urban,Metro,3
Gauteng,Male,African/Black,45,2,2,Yes,0,700,Urban,Metro,3
Gauteng,Female,African/Black,57,5,4,Yes,10000,830,Urban,Metro,3
Gauteng,Female,African/Black,31,5,2,Yes,1800,960,Urban,Metro,3
Gauteng,Male,African/Black,52,2,2,Yes,5700,0,Urban,Metro,3
Gauteng,Male,African/Black,21,4,2,Yes,0,0,Urban,Metro,3
Gauteng,Male,African/Black,47,5,2,Yes,3600,1440,Urban,Metro,3
Gauteng,Male,African/Black,47,1,1,Yes,6000,0,Urban,Metro,3
Gauteng,Female,African/Black,44,4,3,Yes,1472,480,Urban,Metro,3
Gauteng,Male,African/Black,30,3,2,Yes,11200,0,Urban,Metro,3
Gauteng,Female,African/Black,43,4,3,Yes,5000,1180,Urban,Metro,3
Gauteng,Male,African/Black,40,2,2,Yes,6000,0,Urban,Metro,3
Gauteng,Male,African/Black,56,7,5,Yes,30680,960,Urban,Metro,1
Gauteng,Female,African/Black,37,1,1,Yes,14500,0,Urban,Metro,1
Gauteng,Male,African/Black,46,2,2,Yes,11000,0,Urban,Metro,1
Gauteng,Male,African/Black,39,4,2,Yes,4000,0,Urban,Metro,1
Gauteng,Female,White,73,1,1,Yes,0,1990,Urban,Metro,1
Gauteng,Male,White,43,3,2,Yes,39500,0,Urban,Metro,1
Gauteng,Male,White,39,5,2,Yes,58000,0,Urban,Metro,1
Gauteng,Female,White,59,1,1,Yes,10000,0,Urban,Metro,1
Gauteng,Male,White,64,2,2,Yes,17000,0,Urban,Metro,1
Gauteng,Male,White,46,4,4,Yes,131896,0,Urban,Metro,1
Gauteng,Male,White,67,1,1,Yes,33427,0,Urban,Metro,1
Gauteng,Male,African/Black,42,6,3,Yes,90000,0,Urban,Metro,1
Gauteng,Male,White,47,4,4,Yes,262304,0,Urban,Metro,2
Gauteng,Male,African/Black,33,1,1,Yes,,0,Urban,Metro,2
Gauteng,Male,African/Black,52,5,5,Yes,62000,0,Urban,Metro,2
Gauteng,Female,White,71,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Male,White,37,3,2,Yes,102441,0,Urban,Metro,1
Gauteng,Female,White,44,3,3,Yes,33427,0,Urban,Metro,1
Gauteng,Male,African/Black,39,3,2,Yes,31058,0,Urban,Metro,3
Gauteng,Male,African/Black,29,1,1,Yes,6500,0,Urban,Metro,3
Gauteng,Male,African/Black,27,2,2,Yes,13352,0,Urban,Metro,3
Gauteng,Male,African/Black,45,4,3,Yes,13352,0,Urban,Metro,2
Gauteng,Male,African/Black,57,7,7,Yes,96714,0,Urban,Metro,2
Gauteng,Male,African/Black,40,2,2,Yes,6958,0,Urban,Metro,2
Gauteng,Male,African/Black,37,4,2,Yes,33427,0,Urban,Metro,2
Gauteng,Female,African/Black,46,5,3,Yes,43166,0,Urban,Metro,2
Gauteng,Male,African/Black,47,2,2,Yes,6100,0,Urban,Metro,3
Gauteng,Male,Coloured,58,5,4,Yes,3457,0,Urban,Metro,3
Gauteng,Male,White,57,3,3,Yes,86000,0,Urban,Metro,4
Gauteng,Male,White,62,2,2,Yes,27000,0,Urban,Metro,4
Gauteng,Male,White,39,4,4,Yes,66854,0,Urban,Metro,3
Gauteng,Male,White,35,4,2,Yes,55010,0,Urban,Metro,3
Gauteng,Male,Coloured,44,6,3,Yes,62000,1990,Urban,Metro,4
Gauteng,Female,White,36,2,2,Yes,33000,0,Urban,Metro,4
Gauteng,Female,African/Black,53,3,3,Yes,13008,0,Urban,Metro,1
Gauteng,Male,African/Black,25,1,1,,5257,0,Urban,Metro,1
Gauteng,Male,Coloured,85,7,5,No,12000,6950,Urban,Metro,1
Gauteng,Male,African/Black,38,1,1,Yes,6958,0,Urban,Metro,1
Gauteng,Female,Coloured,43,4,2,No,6958,960,Urban,Metro,1
Gauteng,Male,African/Black,48,1,1,Yes,3929,0,Urban,Metro,1
Gauteng,Male,Coloured,48,7,4,Yes,12958,1920,Urban,Metro,1
Gauteng,Female,White,75,2,2,Yes,21583,2010,Urban,Metro,1
Gauteng,Male,White,64,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Female,White,74,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Female,White,81,1,1,Yes,0,2010,Urban,Metro,1
Gauteng,Male,African/Black,24,1,0,Yes,0,0,Urban,Metro,2
Gauteng,Male,African/Black,48,3,2,Yes,5000,0,Urban,Metro,2
Gauteng,Female,African/Black,55,1,0,Yes,2000,0,Urban,Metro,2
Gauteng,Male,African/Black,28,1,1,Yes,3000,0,Urban,Metro,2
Gauteng,Male,African/Black,47,5,5,Yes,19500,0,Urban,Metro,4
Gauteng,Male,African/Black,36,5,3,Yes,15042,0,Urban,Metro,4
Gauteng,Female,White,80,1,1,Yes,0,2010,Urban,Metro,4
Gauteng,Male,Coloured,42,8,4,Yes,0,2620,Urban,Metro,4
Gauteng,Male,African/Black,33,2,2,Yes,0,0,Urban,Metro,4
Gauteng,Male,White,33,1,0,Yes,0,0,Urban,Metro,4
Gauteng,Female,African/Black,26,2,2,Yes,113,0,Urban,Metro,4
Gauteng,Male,Coloured,66,2,2,Yes,0,3980,Urban,Metro,4
Gauteng,Male,African/Black,24,1,1,Yes,2000,0,Urban,Metro,3
Gauteng,Male,African/Black,38,1,1,Yes,,0,Urban,Metro,3
Gauteng,Male,African/Black,43,1,1,Yes,2008,0,Urban,Metro,3
Gauteng,Male,White,73,3,3,Yes,61000,0,Urban,Metro,3
Gauteng,Female,African/Black,49,5,4,Yes,30000,830,Urban,Metro,3
Gauteng,Female,African/Black,24,2,1,Yes,2997,0,Urban,Metro,3
Gauteng,Male,African/Black,43,1,1,Yes,122304,0,Urban,Metro,3
Gauteng,Male,Coloured,38,1,1,Yes,6000,0,Urban,Metro,3
Gauteng,Male,African/Black,52,1,1,Yes,5700,0,Urban,Metro,3
Gauteng,Male,African/Black,53,3,3,Yes,10680,0,Urban,Metro,3
Gauteng,Female,White,94,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Male,African/Black,35,3,2,Yes,3000,0,Urban,Metro,1
Gauteng,Male,African/Black,42,3,2,Yes,10514,0,Urban,Metro,1
Gauteng,Male,African/Black,38,3,2,Yes,13352,0,Urban,Metro,1
Gauteng,Male,African/Black,30,3,3,Yes,43166,0,Urban,Metro,1
Gauteng,Male,African/Black,47,6,3,Yes,22997,1440,Urban,Metro,1
Gauteng,Female,African/Black,42,4,3,Yes,31058,0,Urban,Metro,1
Gauteng,Female,African/Black,38,5,3,Yes,7857,1440,Urban,Metro,1
Gauteng,Female,African/Black,42,4,4,Yes,26000,0,Urban,Metro,1
Gauteng,Male,African/Black,67,2,2,Yes,0,0,Urban,Metro,2
Gauteng,Male,Coloured,65,2,2,Yes,0,0,Urban,Metro,2
Gauteng,Male,African/Black,72,4,3,Yes,9475,3980,Urban,Metro,2
Gauteng,Male,African/Black,23,1,1,Yes,2500,0,Urban,Metro,2
Gauteng,Male,African/Black,29,1,1,Yes,13352,0,Urban,Metro,2
Gauteng,Male,African/Black,50,1,1,Yes,2000,0,Urban,Metro,2
Gauteng,Male,African/Black,53,3,2,Yes,6958,480,Urban,Metro,2
Gauteng,Female,African/Black,63,12,5,Yes,0,4390,Urban,Metro,1
Gauteng,Female,African/Black,48,1,1,Yes,0,0,Urban,Metro,1
Gauteng,Male,African/Black,28,4,3,Yes,6500,0,Urban,Metro,1
Gauteng,Female,African/Black,45,1,1,Yes,4500,0,Urban,Metro,1
Gauteng,Male,African/Black,34,1,1,Yes,11200,0,Urban,Metro,1
Gauteng,Male,African/Black,23,1,1,Yes,2500,0,Urban,Metro,1
Gauteng,Female,African/Black,48,3,3,Yes,0,480,Urban,Metro,1
Gauteng,Female,African/Black,67,1,1,Yes,0,1990,Urban,Metro,1
Gauteng,Male,African/Black,32,1,1,Yes,6000,0,Urban,Metro,1
Gauteng,Male,African/Black,31,1,1,Yes,21583,0,Urban,Metro,1
Gauteng,Female,African/Black,38,2,2,Yes,3800,0,Urban,Metro,1
Gauteng,Male,African/Black,45,1,1,Yes,2000,0,Urban,Metro,1
Gauteng,Male,African/Black,50,1,1,Yes,10000,0,Urban,Metro,1
Gauteng,Male,African/Black,48,5,1,Yes,849,2140,Urban,Metro,1
Gauteng,Female,African/Black,52,2,2,Yes,7757,0,Urban,Metro,1
Gauteng,Female,African/Black,68,2,1,Yes,0,2340,Urban,Metro,1
Gauteng,Male,African/Black,57,3,2,Yes,10514,480,Urban,Metro,1
Gauteng,Male,African/Black,34,4,2,Yes,2800,960,Urban,Metro,1
Gauteng,Female,African/Black,27,4,1,Yes,0,960,Urban,Metro,2
Gauteng,Male,African/Black,42,3,2,Yes,6958,480,Urban,Metro,2
Gauteng,Female,African/Black,64,3,3,Yes,1600,2340,Urban,Metro,2
Gauteng,Male,African/Black,49,11,3,Yes,31500,2880,Urban,Metro,2
Gauteng,Male,African/Black,36,2,2,Yes,9186,0,Urban,Metro,2
Gauteng,Female,African/Black,69,11,10,Yes,32855,2470,Urban,Metro,2
Gauteng,Male,African/Black,72,10,6,Yes,36013,2950,Urban,Metro,2
Gauteng,Male,African/Black,35,2,2,Yes,8929,0,Urban,Metro,2
Gauteng,Female,African/Black,63,11,6,Yes,3929,4390,Urban,Metro,2
Gauteng,Male,African/Black,59,2,2,Yes,2997,350,Urban,Metro,2
Gauteng,Male,African/Black,39,2,2,Yes,16433,0,Urban,Metro,2
Gauteng,Male,African/Black,20,2,2,Yes,7397,0,Urban,Metro,2
Gauteng,Male,African/Black,48,4,3,Yes,6958,0,Urban,Metro,2
Gauteng,Male,African/Black,29,1,1,Yes,6958,0,Urban,Metro,2
Gauteng,Male,African/Black,36,3,2,Yes,5257,0,Urban,Metro,2
Gauteng,Female,African/Black,25,1,1,Yes,7300,0,Urban,Metro,2
Gauteng,Female,African/Black,43,7,2,Yes,0,830,Urban,Metro,2
Gauteng,Female,African/Black,39,5,3,Yes,3929,1440,Urban,Metro,2
Gauteng,Female,African/Black,38,3,2,Yes,0,960,Urban,Metro,2
Gauteng,Female,African/Black,37,4,2,Yes,15500,0,Urban,Metro,2
Gauteng,Female,African/Black,59,5,3,Yes,23391,0,Urban,Metro,2
Gauteng,Female,African/Black,55,10,5,Yes,7858,4020,Urban,Metro,2
Gauteng,Male,African/Black,54,4,3,Yes,4329,830,Urban,Metro,2
Gauteng,Female,African/Black,40,3,3,Yes,22000,480,Urban,Metro,2
Gauteng,Male,African/Black,23,3,2,Yes,7408,0,Urban,Metro,2
Gauteng,Female,African/Black,44,3,3,Yes,3000,480,Urban,Metro,2
Gauteng,Female,African/Black,46,7,3,Yes,10514,1920,Urban,Metro,2
Gauteng,Male,African/Black,20,1,0,Yes,800,0,Urban,Metro,2
Gauteng,Female,African/Black,46,1,1,Yes,6000,0,Urban,Metro,3
Gauteng,Female,African/Black,37,4,3,Yes,0,960,Urban,Metro,3
Gauteng,Male,African/Black,44,6,4,Yes,3929,1790,Urban,Metro,3
Gauteng,Male,African/Black,40,3,2,Yes,7858,830,Urban,Metro,3
Gauteng,Male,African/Black,43,4,2,Yes,12300,960,Urban,Metro,3
Gauteng,Female,African/Black,62,3,2,Yes,2500,4460,Urban,Metro,3
Gauteng,Male,African/Black,32,1,1,Yes,3929,0,Urban,Metro,3
Gauteng,Male,African/Black,33,3,2,Yes,9186,480,Urban,Metro,3
Gauteng,Female,African/Black,32,2,1,Yes,0,480,Urban,Metro,3
Gauteng,Female,African/Black,45,6,2,Yes,3929,1920,Urban,Metro,3
Gauteng,Male,African/Black,34,1,1,Yes,5257,0,Urban,Metro,3
Gauteng,Female,African/Black,44,3,2,Yes,2008,480,Urban,Metro,3
Gauteng,Male,African/Black,40,1,1,Yes,0,350,Urban,Metro,3
Gauteng,Male,African/Black,22,2,2,Yes,0,350,Urban,Metro,2
Gauteng,Female,Coloured,53,4,4,Yes,119270,0,Urban,Metro,2
Gauteng,Male,Coloured,59,5,5,Yes,108000,0,Urban,Metro,4
Gauteng,Male,White,53,4,4,Yes,59000,0,Urban,Metro,4
Gauteng,Male,White,61,2,2,Yes,0,0,Urban,Metro,4
Gauteng,Male,White,51,3,3,Yes,39500,0,Urban,Metro,4
Gauteng,Female,White,77,1,1,Yes,0,0,Urban,Metro,4
Gauteng,Female,White,57,4,4,Yes,66854,0,Urban,Metro,1
Gauteng,Male,White,65,2,2,Yes,0,1990,Urban,Metro,1
Gauteng,Male,White,59,3,3,Yes,55010,0,Urban,Metro,1
Gauteng,Male,White,55,4,4,Yes,78101,0,Urban,Metro,1
Gauteng,Male,African/Black,26,3,2,Yes,3929,480,Urban,Metro,4
Gauteng,Male,African/Black,29,3,2,Yes,5300,0,Urban,Metro,4
Gauteng,Male,African/Black,36,1,1,Yes,3800,0,Urban,Metro,4
Gauteng,Male,African/Black,35,2,1,Yes,4000,0,Urban,Metro,4
Gauteng,Male,African/Black,35,3,1,Yes,2997,480,Urban,Metro,4
Gauteng,Male,African/Black,29,1,1,Yes,3700,0,Urban,Metro,4
Gauteng,Male,African/Black,28,3,2,Yes,1600,0,Urban,Metro,4
Gauteng,Male,African/Black,53,3,3,Yes,17352,0,Urban,Metro,4
Gauteng,Male,African/Black,31,2,2,Yes,23083,0,Urban,Metro,4
Gauteng,Female,African/Black,25,1,1,Yes,5257,0,Urban,Metro,4
Gauteng,Female,African/Black,44,1,1,Yes,21583,0,Urban,Metro,4
Gauteng,Male,African/Black,43,8,5,Yes,59475,0,Urban,Metro,4
Gauteng,Male,African/Black,44,4,2,No,4000,0,Urban,Metro,4
Gauteng,Male,African/Black,48,5,3,Yes,15500,480,Urban,Metro,4
Gauteng,Male,African/Black,53,7,3,Yes,4000,1440,Urban,Metro,4
Gauteng,Male,African/Black,36,5,3,Yes,12300,0,Urban,Metro,4
Gauteng,Female,African/Black,33,5,2,Yes,8500,1440,Urban,Metro,1
Gauteng,Male,African/Black,37,2,2,Yes,13000,0,Urban,Metro,1
Gauteng,Male,African/Black,32,3,2,Yes,5500,0,Urban,Metro,1
Gauteng,Female,African/Black,36,1,1,Yes,2000,0,Urban,Metro,1
Gauteng,Female,African/Black,46,1,1,Yes,1200,0,Urban,Metro,1
